"Countries, territories and areas; Year,""Maternal mortality ratio (per 100 000 live births)"",""Number of maternal deaths"""
"Serbia; 2009,""15 [12-18]"",""10 [8-12]"""
"Serbia; 2008,""15 [12-18]"",""10 [8-12]"""
"Serbia; 2007,""15 [13-19]"",""10 [8-12]"""
"Serbia; 2006,""16 [13-19]"",""10 [8-13]"""
"Serbia; 2005,""16 [13-20]"",""11 [9-14]"""
"Serbia; 2004,""15 [12-19]"",""11 [9-14]"""
"Serbia; 2003,""14 [12-18]"",""12 [9-14]"""
"Serbia; 2002,""15 [12-18]"",""12 [10-15]"""
"Serbia; 2001,""15 [12-19]"",""12 [10-15]"""
"Serbia; 2000,""18 [14-22]"",""14 [11-17]"""
"Serbia; 1999,""14 [10-20]"",""10 [7-13]"""
"Serbia; 1998,""18 [14-22]"",""11 [9-14]"""
"Serbia; 1997,""16 [12-20]"",""13 [11-17]"""
"Serbia; 1996,""15 [12-19]"",""14 [11-17]"""
"Serbia; 1995,""17 [13-21]"",""16 [12-20]"""
"Serbia; 1994,""18 [14-22]"",""16 [12-20]"""
"Serbia; 1993,""17 [13-21]"",""15 [12-19]"""
"Serbia; 1992,""16 [13-20]"",""15 [11-19]"""
"Serbia; 1991,""15 [12-19]"",""14 [11-18]"""
"Serbia; 1990,""15 [11-20]"",""15 [11-19]"""
"Serbia; 1989,""16 [12-21]"",""15 [11-20]"""
"Serbia; 1988,""15 [11-21]"",""16 [11-21]"""
"Serbia; 1987,""16 [11-23]"",""17 [12-24]"""
"Serbia; 1986,""17 [11-24]"",""18 [12-25]"""
"Serbia; 1985,""17 [11-25]"",""18 [12-27]"""
"Seychelles; 2020,""3 [3-4]"",""0 [0-0]"""
"Seychelles; 2019,""3 [2-4]"",""0 [0-0]"""
"Seychelles; 2018,""4 [3-5]"",""0 [0-0]"""
"Seychelles; 2017,""5 [3-6]"",""0 [0-0]"""
"Seychelles; 2016,""5 [4-7]"",""0 [0-0]"""
"Seychelles; 2015,""5 [3-7]"",""0 [0-0]"""
"Seychelles; 2014,""5 [3-8]"",""0 [0-0]"""
"Seychelles; 2013,""6 [4-9]"",""0 [0-0]"""
"Seychelles; 2012,""7 [4-11]"",""0 [0-0]"""
"Seychelles; 2011,""8 [5-14]"",""0 [0-0]"""
"Seychelles; 2010,""8 [5-14]"",""0 [0-0]"""
"Seychelles; 2009,""10 [6-18]"",""0 [0-0]"""
"Seychelles; 2008,""11 [6-20]"",""0 [0-0]"""
"Seychelles; 2007,""13 [7-23]"",""0 [0-0]"""
"Seychelles; 2006,""14 [8-25]"",""0 [0-1]"""
"Seychelles; 2005,""15 [8-28]"",""0 [0-1]"""
"Seychelles; 2004,""31 [17-57]"",""0 [0-1]"""
"Seychelles; 2003,""34 [19-63]"",""0 [0-1]"""
"Seychelles; 2002,""35 [20-65]"",""0 [0-1]"""
"Seychelles; 2001,""38 [22-69]"",""0 [0-1]"""
"Seychelles; 2000,""44 [26-80]"",""0 [0-1]"""
"Seychelles; 1999,""46 [27-83]"",""0 [0-1]"""
"Seychelles; 1998,""43 [25-77]"",""0 [0-1]"""
"Seychelles; 1997,""49 [29-85]"",""0 [0-1]"""
"Seychelles; 1996,""29 [18-50]"",""1 [0-1]"""
"Seychelles; 1995,""30 [19-51]"",""1 [0-1]"""
"Seychelles; 1994,""32 [20-52]"",""1 [0-1]"""
"Seychelles; 1993,""30 [19-48]"",""1 [0-1]"""
"Seychelles; 1992,""32 [20-50]"",""1 [0-1]"""
"Seychelles; 1991,""40 [26-62]"",""1 [1-1]"""
"Seychelles; 1990,""41 [26-62]"",""1 [1-1]"""
"Seychelles; 1989,""47 [30-71]"",""1 [1-1]"""
"Seychelles; 1988,""47 [29-72]"",""1 [1-1]"""
"Seychelles; 1987,""46 [28-73]"",""1 [1-1]"""
"Seychelles; 1986,""53 [32-88]"",""1 [1-2]"""
"Seychelles; 1985,""57 [33-96]"",""1 [1-2]"""
"Sierra_Leone; 2020,""443 [344-587]"",""1 165 [904-1 543]"""
"Sierra_Leone; 2019,""435 [344-563]"",""1 140 [901-1 474]"""
"Sierra_Leone; 2018,""460 [369-583]"",""1 195 [959-1 517]"""
"Sierra_Leone; 2017,""520 [422-647]"",""1 342 [1 089-1 669]"""
"Sierra_Leone; 2016,""505 [414-620]"",""1 288 [1 055-1 581]"""
"Sierra_Leone; 2015,""588 [483-716]"",""1 489 [1 223-1 811]"""
"Sierra_Leone; 2014,""618 [511-748]"",""1 571 [1 298-1 899]"""
"Sierra_Leone; 2013,""632 [524-762]"",""1 606 [1 331-1 935]"""
"Sierra_Leone; 2012,""667 [555-803]"",""1 700 [1 415-2 048]"""
"Sierra_Leone; 2011,""728 [602-872]"",""1 841 [1 524-2 207]"""
"Sierra_Leone; 2010,""837 [693-1 003]"",""2 093 [1 733-2 508]"""
"Sierra_Leone; 2009,""901 [746-1 077]"",""2 235 [1 851-2 672]"""
"Sierra_Leone; 2008,""973 [806-1 167]"",""2 393 [1 983-2 871]"""
"Sierra_Leone; 2007,""1 125 [932-1 357]"",""2 723 [2 255-3 283]"""
"Sierra_Leone; 2006,""1 225 [1 005-1 487]"",""2 952 [2 422-3 583]"""
"Sierra_Leone; 2005,""1 327 [1 071-1 625]"",""3 146 [2 538-3 852]"""
"Sierra_Leone; 2004,""1 367 [1 093-1 687]"",""3 185 [2 547-3 931]"""
"Sierra_Leone; 2003,""1 451 [1 146-1 797]"",""3 351 [2 647-4 151]"""
"Sierra_Leone; 2002,""1 493 [1 167-1 855]"",""3 373 [2 638-4 193]"""
"Sierra_Leone; 2001,""1 610 [1 244-2 013]"",""3 414 [2 637-4 267]"""
"Sierra_Leone; 2000,""1 682 [1 275-2 123]"",""3 432 [2 601-4 330]"""
"Sierra_Leone; 1999,""1 792 [1 332-2 274]"",""3 656 [2 718-4 639]"""
"Sierra_Leone; 1998,""1 784 [1 313-2 285]"",""3 639 [2 679-4 661]"""
"Sierra_Leone; 1997,""1 764 [1 285-2 266]"",""3 564 [2 595-4 577]"""
"Sierra_Leone; 1996,""1 744 [1 261-2 252]"",""3 487 [2 521-4 504]"""
"Sierra_Leone; 1995,""1 768 [1 277-2 296]"",""3 537 [2 555-4 593]"""
"Sierra_Leone; 1994,""1 750 [1 261-2 289]"",""3 500 [2 522-4 577]"""
"Sierra_Leone; 1993,""1 657 [1 191-2 184]"",""3 313 [2 381-4 368]"""
"Sierra_Leone; 1992,""1 618 [1 148-2 140]"",""3 252 [2 307-4 300]"""
"Sierra_Leone; 1991,""1 600 [1 128-2 134]"",""3 296 [2 325-4 396]"""
"Sierra_Leone; 1990,""1 539 [1 082-2 070]"",""3 001 [2 110-4 036]"""
"Sierra_Leone; 1989,""1 508 [1 048-2 027]"",""2 880 [2 003-3 872]"""
"Sierra_Leone; 1988,""1 477 [1 009-2 008]"",""2 762 [1 887-3 755]"""
"Sierra_Leone; 1987,""1 455 [975-1 984]"",""2 662 [1 784-3 631]"""
"Sierra_Leone; 1986,""1 458 [959-1 997]"",""2 595 [1 708-3 554]"""
"Sierra_Leone; 1985,""1 428 [931-1 978]"",""2 484 [1 619-3 442]"""
"Singapore; 2020,""7 [5-11]"",""3 [2-4]"""
"Singapore; 2019,""6 [4-9]"",""2 [2-4]"""
"Singapore; 2018,""7 [5-9]"",""3 [2-4]"""
"Singapore; 2017,""7 [5-10]"",""3 [2-4]"""
"Singapore; 2016,""7 [5-10]"",""3 [2-4]"""
"Singapore; 2015,""8 [6-10]"",""4 [3-5]"""
"Singapore; 2014,""8 [6-11]"",""4 [3-5]"""
"Singapore; 2013,""7 [5-9]"",""3 [3-4]"""
"Singapore; 2012,""8 [7-11]"",""4 [3-6]"""
"Singapore; 2011,""8 [6-10]"",""4 [3-5]"""
"Singapore; 2010,""8 [7-11]"",""4 [3-5]"""
"Singapore; 2009,""8 [7-11]"",""4 [3-5]"""
"Singapore; 2008,""11 [9-14]"",""5 [4-7]"""
"Singapore; 2007,""11 [9-15]"",""5 [4-7]"""
"Singapore; 2006,""12 [9-15]"",""5 [4-7]"""
"Singapore; 2005,""13 [10-17]"",""6 [4-7]"""
"Singapore; 2004,""14 [11-18]"",""6 [5-8]"""
"Singapore; 2003,""14 [11-19]"",""6 [5-8]"""
"Singapore; 2002,""14 [11-18]"",""7 [5-9]"""
"Singapore; 2001,""16 [13-20]"",""7 [5-9]"""
"Singapore; 2000,""15 [12-19]"",""8 [7-10]"""
"Singapore; 1999,""16 [13-20]"",""7 [6-9]"""
"Singapore; 1998,""15 [13-19]"",""7 [6-8]"""
"Singapore; 1997,""15 [13-19]"",""8 [7-10]"""
"Singapore; 1996,""17 [14-20]"",""9 [7-10]"""
"Singapore; 1995,""15 [13-18]"",""9 [7-10]"""
"Singapore; 1994,""16 [13-19]"",""8 [7-10]"""
"Singapore; 1993,""14 [12-17]"",""7 [6-9]"""
"Singapore; 1992,""14 [11-17]"",""7 [6-9]"""
"Singapore; 1991,""14 [11-17]"",""7 [6-8]"""
"Singapore; 1990,""14 [11-17]"",""8 [6-10]"""
"Singapore; 1989,""14 [11-17]"",""7 [5-9]"""
"Singapore; 1988,""15 [11-19]"",""8 [6-10]"""
"Singapore; 1987,""15 [11-19]"",""7 [5-8]"""
"Singapore; 1986,""18 [13-22]"",""7 [5-9]"""
"Singapore; 1985,""18 [13-23]"",""8 [6-10]"""
"Slovakia; 2020,""5 [3-6]"",""3 [2-4]"""
"Slovakia; 2019,""5 [3-6]"",""3 [2-4]"""
"Slovakia; 2018,""5 [3-6]"",""3 [2-4]"""
"Slovakia; 2017,""5 [4-6]"",""3 [2-4]"""
"Slovakia; 2016,""5 [4-7]"",""3 [2-4]"""
"Slovakia; 2015,""5 [4-6]"",""3 [2-4]"""
"Slovakia; 2014,""5 [4-7]"",""3 [2-4]"""
"Slovakia; 2013,""5 [4-7]"",""3 [2-4]"""
"Slovakia; 2012,""5 [4-7]"",""3 [2-4]"""
"Slovakia; 2011,""5 [4-6]"",""3 [2-4]"""
"Slovakia; 2010,""5 [4-6]"",""3 [2-4]"""
"Slovakia; 2009,""5 [4-7]"",""3 [3-4]"""
"Slovakia; 2008,""6 [5-7]"",""3 [3-4]"""
"Slovakia; 2007,""7 [6-9]"",""4 [3-5]"""
"Slovakia; 2006,""7 [5-8]"",""4 [3-4]"""
"Slovakia; 2005,""7 [6-9]"",""4 [3-5]"""
"Slovakia; 2004,""8 [6-9]"",""4 [3-5]"""
"Slovakia; 2003,""8 [7-10]"",""4 [3-5]"""
"Slovakia; 2002,""9 [7-11]"",""4 [4-5]"""
"Slovakia; 2001,""9 [8-11]"",""5 [4-6]"""
"Slovakia; 2000,""9 [7-10]"",""5 [4-6]"""
"Slovakia; 1999,""9 [7-11]"",""5 [4-6]"""
"Slovakia; 1998,""9 [7-11]"",""5 [4-6]"""
"Slovakia; 1997,""9 [7-11]"",""5 [4-7]"""
"Slovakia; 1996,""9 [7-11]"",""5 [4-6]"""
"Slovakia; 1995,""9 [7-11]"",""5 [4-6]"""
"Slovakia; 1994,""10 [8-13]"",""7 [5-8]"""
"Slovakia; 1993,""9 [8-12]"",""7 [6-9]"""
"Slovakia; 1992,""11 [9-14]"",""8 [7-10]"""
"Slovakia; 1991,""11 [9-14]"",""9 [7-11]"""
"Slovakia; 1990,""11 [8-14]"",""8 [7-11]"""
"Slovakia; 1989,""10 [8-13]"",""8 [6-11]"""
"Slovakia; 1988,""9 [7-13]"",""8 [6-11]"""
"Slovakia; 1987,""11 [8-15]"",""9 [7-13]"""
"Slovakia; 1986,""10 [8-15]"",""9 [7-13]"""
"Slovakia; 1985,""10 [7-14]"",""9 [7-13]"""
"Slovenia; 2020,""5 [3-7]"",""1 [1-1]"""
"Slovenia; 2019,""3 [3-5]"",""1 [1-1]"""
"Slovenia; 2018,""4 [3-6]"",""1 [1-1]"""
"Slovenia; 2017,""4 [3-6]"",""1 [1-1]"""
"Slovenia; 2016,""5 [4-6]"",""1 [1-1]"""
"Slovenia; 2015,""5 [4-6]"",""1 [1-1]"""
"Slovenia; 2014,""5 [4-6]"",""1 [1-1]"""
"Slovenia; 2013,""5 [4-7]"",""1 [1-1]"""
"Slovenia; 2012,""6 [5-7]"",""1 [1-2]"""
"Slovenia; 2011,""6 [5-7]"",""1 [1-2]"""
"Slovenia; 2010,""6 [5-7]"",""1 [1-2]"""
"Slovenia; 2009,""7 [6-8]"",""2 [1-2]"""
"Slovenia; 2008,""6 [5-7]"",""1 [1-2]"""
"Slovenia; 2007,""7 [6-9]"",""1 [1-2]"""
"Slovenia; 2006,""8 [6-9]"",""1 [1-2]"""
"Slovenia; 2005,""9 [8-11]"",""2 [1-2]"""
"Slovenia; 2004,""10 [8-12]"",""2 [1-2]"""
"Slovenia; 2003,""9 [7-11]"",""1 [1-2]"""
"Slovenia; 2002,""8 [7-10]"",""2 [1-2]"""
"Slovenia; 2001,""9 [7-11]"",""2 [1-2]"""
"Slovenia; 2000,""12 [10-14]"",""2 [2-3]"""
"Slovenia; 1999,""10 [8-12]"",""2 [1-2]"""
"Slovenia; 1998,""11 [9-13]"",""2 [2-2]"""
"Slovenia; 1997,""14 [11-16]"",""2 [2-3]"""
"Slovenia; 1996,""13 [11-16]"",""2 [2-3]"""
"Slovenia; 1995,""14 [11-16]"",""3 [2-3]"""
"Slovenia; 1994,""13 [11-16]"",""3 [2-3]"""
"Slovenia; 1993,""14 [11-17]"",""3 [2-3]"""
"Slovenia; 1992,""14 [11-16]"",""3 [2-3]"""
"Slovenia; 1991,""13 [11-16]"",""3 [2-3]"""
"Slovenia; 1990,""13 [10-15]"",""3 [2-3]"""
"Slovenia; 1989,""15 [12-18]"",""3 [3-4]"""
"Slovenia; 1988,""14 [11-18]"",""4 [3-4]"""
"Slovenia; 1987,""16 [12-19]"",""4 [3-5]"""
"Slovenia; 1986,""16 [13-20]"",""4 [3-5]"""
"Slovenia; 1985,""16 [12-20]"",""4 [3-5]"""
"Solomon_Islands; 2020,""122 [75-197]"",""26 [16-41]"""
"Solomon_Islands; 2019,""127 [79-202]"",""27 [17-42]"""
"Solomon_Islands; 2018,""127 [79-200]"",""27 [17-42]"""
"Solomon_Islands; 2017,""133 [85-206]"",""27 [17-41]"""
"Solomon_Islands; 2016,""133 [86-202]"",""27 [17-40]"""
"Solomon_Islands; 2015,""141 [92-213]"",""28 [18-43]"""
"Solomon_Islands; 2014,""140 [94-208]"",""28 [19-42]"""
"Solomon_Islands; 2013,""138 [93-204]"",""28 [19-41]"""
"Solomon_Islands; 2012,""142 [97-206]"",""27 [18-39]"""
"Solomon_Islands; 2011,""141 [98-199]"",""27 [19-38]"""
"Solomon_Islands; 2010,""147 [103-206]"",""26 [18-37]"""
"Solomon_Islands; 2009,""146 [102-202]"",""26 [18-36]"""
"Solomon_Islands; 2008,""152 [107-209]"",""26 [18-36]"""
"Solomon_Islands; 2007,""155 [111-216]"",""26 [19-37]"""
"Solomon_Islands; 2006,""147 [104-204]"",""25 [18-35]"""
"Solomon_Islands; 2005,""153 [108-214]"",""24 [17-34]"""
"Solomon_Islands; 2004,""159 [112-224]"",""25 [18-36]"""
"Solomon_Islands; 2003,""157 [110-222]"",""25 [18-36]"""
"Solomon_Islands; 2002,""152 [106-216]"",""24 [17-35]"""
"Solomon_Islands; 2001,""157 [108-223]"",""24 [16-33]"""
"Solomon_Islands; 2000,""150 [103-214]"",""23 [16-32]"""
"Solomon_Islands; 1999,""145 [99-207]"",""22 [15-31]"""
"Solomon_Islands; 1998,""145 [100-207]"",""22 [15-31]"""
"Solomon_Islands; 1997,""149 [103-214]"",""21 [14-30]"""
"Solomon_Islands; 1996,""146 [100-208]"",""20 [14-29]"""
"Solomon_Islands; 1995,""143 [98-204]"",""20 [14-29]"""
"Solomon_Islands; 1994,""147 [100-210]"",""21 [14-29]"""
"Solomon_Islands; 1993,""157 [106-225]"",""20 [14-29]"""
"Solomon_Islands; 1992,""153 [103-220]"",""20 [13-29]"""
"Solomon_Islands; 1991,""151 [102-217]"",""20 [13-28]"""
"Solomon_Islands; 1990,""168 [114-243]"",""20 [14-29]"""
"Solomon_Islands; 1989,""168 [113-245]"",""20 [14-29]"""
"Solomon_Islands; 1988,""165 [110-242]"",""20 [13-29]"""
"Solomon_Islands; 1987,""166 [110-248]"",""20 [13-30]"""
"Solomon_Islands; 1986,""199 [129-301]"",""22 [14-33]"""
"Solomon_Islands; 1985,""179 [115-275]"",""20 [13-30]"""
"Somalia; 2020,""621 [283-1 184]"",""4 519 [2 062-8 617]"""
"Somalia; 2019,""606 [277-1 153]"",""4 310 [1 967-8 200]"""
"Somalia; 2018,""651 [301-1 227]"",""4 509 [2 084-8 500]"""
"Somalia; 2017,""683 [317-1 271]"",""4 612 [2 137-8 576]"""
"Somalia; 2016,""711 [331-1 317]"",""4 671 [2 175-8 656]"""
"Somalia; 2015,""761 [360-1 395]"",""4 870 [2 303-8 929]"""
"Somalia; 2014,""793 [378-1 444]"",""4 930 [2 353-8 983]"""
"Somalia; 2013,""828 [400-1 497]"",""5 003 [2 416-9 043]"""
"Somalia; 2012,""863 [417-1 553]"",""5 091 [2 462-9 162]"""
"Somalia; 2011,""940 [459-1 673]"",""5 535 [2 706-9 851]"""
"Somalia; 2010,""963 [475-1 700]"",""5 548 [2 738-9 792]"""
"Somalia; 2009,""951 [475-1 671]"",""5 373 [2 684-9 443]"""
"Somalia; 2008,""1 015 [516-1 775]"",""5 634 [2 866-9 852]"""
"Somalia; 2007,""1 062 [543-1 850]"",""5 726 [2 927-9 970]"""
"Somalia; 2006,""1 068 [556-1 852]"",""5 630 [2 929-9 758]"""
"Somalia; 2005,""1 080 [568-1 858]"",""5 540 [2 914-9 530]"""
"Somalia; 2004,""1 102 [586-1 883]"",""5 486 [2 917-9 378]"""
"Somalia; 2003,""1 094 [587-1 854]"",""5 274 [2 827-8 938]"""
"Somalia; 2002,""1 087 [589-1 837]"",""5 077 [2 752-8 580]"""
"Somalia; 2001,""1 084 [591-1 813]"",""4 878 [2 660-8 159]"""
"Somalia; 2000,""1 097 [609-1 827]"",""4 761 [2 642-7 929]"""
"Somalia; 1999,""1 111 [623-1 823]"",""4 655 [2 610-7 640]"""
"Somalia; 1998,""1 104 [623-1 800]"",""4 449 [2 511-7 253]"""
"Somalia; 1997,""1 121 [644-1 828]"",""4 351 [2 498-7 092]"""
"Somalia; 1996,""1 094 [632-1 767]"",""4 115 [2 375-6 643]"""
"Somalia; 1995,""1 079 [628-1 735]"",""3 884 [2 261-6 246]"""
"Somalia; 1994,""1 095 [643-1 744]"",""3 844 [2 256-6 120]"""
"Somalia; 1993,""1 061 [624-1 671]"",""3 480 [2 048-5 481]"""
"Somalia; 1992,""973 [518-1 706]"",""3 181 [1 694-5 578]"""
"Somalia; 1991,""1 038 [559-1 824]"",""3 593 [1 934-6 311]"""
"Somalia; 1990,""1 104 [669-1 747]"",""3 855 [2 333-6 097]"""
"Somalia; 1989,""1 122 [674-1 776]"",""3 948 [2 372-6 251]"""
"Somalia; 1988,""1 120 [645-1 841]"",""4 054 [2 333-6 663]"""
"Somalia; 1987,""1 130 [663-1 793]"",""3 965 [2 328-6 295]"""
"Somalia; 1986,""1 182 [688-1 908]"",""3 971 [2 312-6 412]"""
"Somalia; 1985,""1 199 [688-1 973]"",""3 861 [2 215-6 352]"""
"South_Africa; 2020,""127 [99-154]"",""1 516 [1 181-1 837]"""
"South_Africa; 2019,""118 [94-142]"",""1 462 [1 168-1 753]"""
"South_Africa; 2018,""125 [103-149]"",""1 520 [1 246-1 806]"""
"South_Africa; 2017,""133 [111-156]"",""1 561 [1 300-1 826]"""
"South_Africa; 2016,""127 [108-148]"",""1 461 [1 242-1 706]"""
"South_Africa; 2015,""141 [121-163]"",""1 670 [1 435-1 928]"""
"South_Africa; 2014,""141 [123-162]"",""1 700 [1 480-1 948]"""
"South_Africa; 2013,""151 [133-172]"",""1 802 [1 586-2 056]"""
"South_Africa; 2012,""164 [146-187]"",""1 952 [1 729-2 222]"""
"South_Africa; 2011,""194 [172-222]"",""2 263 [2 004-2 588]"""
"South_Africa; 2010,""219 [194-251]"",""2 526 [2 235-2 894]"""
"South_Africa; 2009,""225 [201-256]"",""2 611 [2 325-2 967]"""
"South_Africa; 2008,""216 [193-245]"",""2 626 [2 356-2 979]"""
"South_Africa; 2007,""218 [197-244]"",""2 466 [2 230-2 761]"""
"South_Africa; 2006,""208 [190-231]"",""2 314 [2 111-2 563]"""
"South_Africa; 2005,""221 [200-245]"",""2 370 [2 151-2 633]"""
"South_Africa; 2004,""232 [210-258]"",""2 393 [2 163-2 666]"""
"South_Africa; 2003,""205 [184-229]"",""2 018 [1 812-2 252]"""
"South_Africa; 2002,""193 [173-217]"",""1 847 [1 655-2 074]"""
"South_Africa; 2001,""168 [150-190]"",""1 621 [1 446-1 829]"""
"South_Africa; 2000,""173 [154-196]"",""1 678 [1 491-1 906]"""
"South_Africa; 1999,""153 [134-175]"",""1 547 [1 359-1 773]"""
"South_Africa; 1998,""150 [130-174]"",""1 540 [1 337-1 791]"""
"South_Africa; 1997,""160 [137-188]"",""1 685 [1 449-1 984]"""
"South_Africa; 1996,""160 [135-190]"",""1 808 [1 526-2 145]"""
"South_Africa; 1995,""133 [111-160]"",""1 546 [1 288-1 859]"""
"South_Africa; 1994,""136 [113-166]"",""1 598 [1 319-1 947]"""
"South_Africa; 1993,""142 [117-175]"",""1 680 [1 382-2 081]"""
"South_Africa; 1992,""143 [116-180]"",""1 713 [1 398-2 158]"""
"South_Africa; 1991,""153 [124-196]"",""1 882 [1 528-2 410]"""
"South_Africa; 1990,""150 [121-196]"",""1 861 [1 497-2 429]"""
"South_Africa; 1989,""160 [127-211]"",""2 049 [1 625-2 704]"""
"South_Africa; 1988,""151 [119-204]"",""1 968 [1 553-2 658]"""
"South_Africa; 1987,""164 [128-226]"",""2 132 [1 663-2 947]"""
"South_Africa; 1986,""162 [125-230]"",""2 061 [1 588-2 921]"""
"South_Africa; 1985,""168 [128-244]"",""2 023 [1 541-2 937]"""
"South_Sudan; 2020,""1 223 [746-2 009]"",""3 790 [2 314-6 227]"""
"South_Sudan; 2019,""1 245 [779-2 007]"",""3 773 [2 360-6 082]"""
"South_Sudan; 2018,""1 275 [809-2 028]"",""4 054 [2 574-6 448]"""
"South_Sudan; 2017,""1 252 [813-1 954]"",""4 493 [2 918-7 016]"""
"South_Sudan; 2016,""1 288 [843-1 985]"",""5 152 [3 373-7 939]"""
"South_Sudan; 2015,""1 225 [815-1 853]"",""5 009 [3 335-7 580]"""
"South_Sudan; 2014,""1 172 [799-1 747]"",""5 168 [3 523-7 706]"""
"South_Sudan; 2013,""1 131 [794-1 661]"",""4 920 [3 454-7 226]"""
"South_Sudan; 2012,""1 067 [758-1 531]"",""4 526 [3 214-6 493]"""
"South_Sudan; 2011,""1 062 [766-1 488]"",""4 343 [3 131-6 085]"""
"South_Sudan; 2010,""1 060 [778-1 451]"",""4 070 [2 988-5 572]"""
"South_Sudan; 2009,""1 118 [834-1 500]"",""4 147 [3 092-5 563]"""
"South_Sudan; 2008,""1 138 [863-1 498]"",""4 053 [3 071-5 334]"""
"South_Sudan; 2007,""1 187 [906-1 546]"",""4 037 [3 082-5 256]"""
"South_Sudan; 2006,""1 301 [1 000-1 680]"",""4 307 [3 309-5 561]"""
"South_Sudan; 2005,""1 332 [1 031-1 718]"",""4 409 [3 413-5 685]"""
"South_Sudan; 2004,""1 372 [1 064-1 778]"",""4 529 [3 510-5 869]"""
"South_Sudan; 2003,""1 404 [1 081-1 830]"",""4 633 [3 568-6 038]"""
"South_Sudan; 2002,""1 668 [1 274-2 193]"",""5 486 [4 190-7 216]"""
"South_Sudan; 2001,""1 654 [1 254-2 192]"",""5 326 [4 038-7 057]"""
"South_Sudan; 2000,""1 687 [1 267-2 245]"",""5 279 [3 967-7 026]"""
"South_Sudan; 1999,""2 028 [1 506-2 692]"",""6 167 [4 577-8 185]"""
"South_Sudan; 1998,""6 482 [4 758-8 614]"",""19 381 [14 228-25 755]"""
"South_Sudan; 1997,""3 838 [2 795-5 149]"",""11 398 [8 301-15 294]"""
"South_Sudan; 1996,""4 023 [2 900-5 435]"",""11 746 [8 468-15 871]"""
"South_Sudan; 1995,""4 106 [2 896-5 505]"",""11 744 [8 283-15 745]"""
"South_Sudan; 1994,""1 673 [1 167-2 250]"",""4 683 [3 267-6 301]"""
"South_Sudan; 1993,""6 591 [4 533-8 965]"",""18 060 [12 421-24 565]"""
"South_Sudan; 1992,""6 528 [4 422-8 914]"",""17 820 [12 072-24 336]"""
"South_Sudan; 1991,""4 133 [2 750-5 679]"",""11 117 [7 397-15 277]"""
"South_Sudan; 1990,""4 141 [2 734-5 778]"",""10 891 [7 190-15 195]"""
"South_Sudan; 1989,""4 184 [2 694-5 863]"",""11 172 [7 192-15 655]"""
"South_Sudan; 1988,""4 786 [2 998-6 752]"",""12 876 [8 066-18 163]"""
"South_Sudan; 1987,""6 775 [4 099-9 611]"",""17 953 [10 862-25 470]"""
"South_Sudan; 1986,""3 279 [1 917-4 698]"",""8 591 [5 024-12 309]"""
"South_Sudan; 1985,""3 292 [1 880-4 764]"",""8 361 [4 775-12 101]"""
"Spain; 2020,""3 [3-4]"",""12 [10-15]"""
"Spain; 2019,""3 [3-4]"",""11 [9-14]"""
"Spain; 2018,""4 [3-5]"",""15 [12-18]"""
"Spain; 2017,""4 [3-5]"",""15 [13-18]"""
"Spain; 2016,""4 [3-5]"",""16 [13-18]"""
"Spain; 2015,""4 [3-5]"",""16 [14-19]"""
"Spain; 2014,""4 [3-5]"",""17 [15-20]"""
"Spain; 2013,""4 [4-5]"",""18 [15-21]"""
"Spain; 2012,""4 [4-5]"",""19 [16-22]"""
"Spain; 2011,""4 [4-5]"",""19 [17-23]"""
"Spain; 2010,""4 [3-5]"",""19 [17-23]"""
"Spain; 2009,""4 [4-5]"",""20 [18-24]"""
"Spain; 2008,""4 [4-5]"",""21 [18-24]"""
"Spain; 2007,""4 [4-5]"",""20 [18-24]"""
"Spain; 2006,""4 [4-5]"",""20 [18-24]"""
"Spain; 2005,""4 [4-5]"",""21 [18-24]"""
"Spain; 2004,""5 [4-5]"",""20 [18-23]"""
"Spain; 2003,""5 [4-6]"",""22 [19-24]"""
"Spain; 2002,""5 [4-6]"",""20 [18-23]"""
"Spain; 2001,""5 [4-6]"",""20 [18-23]"""
"Spain; 2000,""5 [4-6]"",""20 [17-23]"""
"Spain; 1999,""5 [4-6]"",""20 [17-23]"""
"Spain; 1998,""4 [4-5]"",""16 [13-18]"""
"Spain; 1997,""6 [5-6]"",""21 [18-24]"""
"Spain; 1996,""6 [5-7]"",""23 [20-26]"""
"Spain; 1995,""6 [5-7]"",""23 [20-26]"""
"Spain; 1994,""6 [5-7]"",""23 [20-26]"""
"Spain; 1993,""6 [5-7]"",""23 [20-26]"""
"Spain; 1992,""6 [5-7]"",""23 [20-26]"""
"Spain; 1991,""6 [5-7]"",""24 [21-27]"""
"Spain; 1990,""6 [5-7]"",""23 [20-27]"""
"Spain; 1989,""6 [5-7]"",""24 [20-27]"""
"Spain; 1988,""6 [5-6]"",""23 [20-27]"""
"Spain; 1987,""7 [6-8]"",""28 [24-33]"""
"Spain; 1986,""6 [5-8]"",""28 [24-33]"""
"Spain; 1985,""6 [5-7]"",""27 [23-33]"""
"Sri_Lanka; 2020,""29 [24-38]"",""89 [75-118]"""
"Sri_Lanka; 2019,""30 [25-38]"",""94 [79-121]"""
"Sri_Lanka; 2018,""30 [26-38]"",""97 [83-121]"""
"Sri_Lanka; 2017,""31 [26-37]"",""100 [86-120]"""
"Sri_Lanka; 2016,""30 [26-35]"",""99 [87-115]"""
"Sri_Lanka; 2015,""30 [27-35]"",""103 [91-117]"""
"Sri_Lanka; 2014,""30 [27-34]"",""105 [93-117]"""
